molecule_chembl_id,canonical_smiles,bioactivity_class,value_uM
CHEMBL3398453,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3nc4ccccc4o3)C[C@@H]2C(=O)O)cc1,Full Agonist,2.08
CHEMBL3398454,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3nc(C(F)(F)F)co3)C[C@@H]2C(=O)O)cc1,Partial Agonist,30
CHEMBL3398455,CCOC(=O)N1C[C@@H](CCc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)[C@@H](C(=O)O)C1,Full Agonist,0.71
CHEMBL3398456,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC[C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)c1,Full Agonist,0.63
CHEMBL3398457,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC[C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)c1,Full Agonist,1.17
CHEMBL3398458,CCOC(=O)N1C[C@@H](CCc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)[C@@H](C(=O)O)C1,Full Agonist,0.54
CHEMBL3398459,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC[C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)cc1,Full Agonist,0.16
CHEMBL3398460,CCOC(=O)N1C[C@H](CCc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)[C@@H](C(=O)O)C1,Partial Agonist,10
CHEMBL3398461,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC[C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)cc1,Partial Agonist,10
CHEMBL3398462,CCOC(=O)N1C[C@H](CC(=O)O)[C@@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C1,Partial Agonist,10
CHEMBL3398463,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2CC(=O)O)c1,Partial Agonist,10
CHEMBL3398464,CCOC(=O)N1C[C@@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)[C@@H](CC(=O)O)C1,Partial Agonist,10
CHEMBL3425533,CCO[C@@H](CC(=O)O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,Partial Agonist,10.4
CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,4.5
CHEMBL3585576,CC[C@H](OC(=O)N(Cc1ccccc1)C(=O)Nc1cc(OC)cc(OC)c1)c1cc(-c2ccc(OC(C)(C)C(=O)O)cc2)no1,Full Agonist,0.183
CHEMBL3585575,CC[C@@H](OC(=O)N(Cc1ccccc1)C(=O)Nc1cc(OC)cc(OC)c1)c1cc(-c2ccc(OC(C)(C)C(=O)O)cc2)no1,Full Agonist,0.00038
CHEMBL370152,O=C(O)c1c(Sc2ccccc2)c2cc(Cl)ccc2n1Cc1ccc(Cl)cc1,Full Agonist,0.057
CHEMBL179330,COc1ccc(C(=O)n2c(C)c(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,0.002
CHEMBL182100,COc1ccc(C(=O)n2c(C)c(Cc3ccccc3O[C@H](C)C(=O)O)c3cc(OC(F)(F)F)ccc32)cc1,Full Agonist,0.002
CHEMBL2103824,CC(=O)NCCOC(=O)[C@H](Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,Partial Agonist,12
CHEMBL3585572,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H](NC(=O)/C=C/c2ccco2)C(=O)O)cc1,Full Agonist,0.155
CHEMBL1204498,O=C(Nc1ccc(Oc2ncccn2)cc1C(=O)O)c1ccc(Cl)cc1Cl,Full Agonist,1.3
CHEMBL1729254,COc1cc(CCc2ccccc2)c(C(=O)O)c(O)c1C/C=C(/C)CCC=C(C)C,Full Agonist,0.073
CHEMBL491820,COc1cc(CCc2ccccc2)c(C(=O)O)c(O)c1CC=C(C)C,Full Agonist,0.458
CHEMBL3597395,COc1ccc(COc2cccc(OCCOc3ccc4c(c3)c(CC(=O)O)cn4Cc3ccccc3)c2)cc1,Full Agonist,1.9
CHEMBL3597400,Cc1ccc(COc2cccc(OCCCOc3ccc4[nH]cc(CC(=O)O)c4c3)c2)cc1,Full Agonist,1.7
CHEMBL3597403,O=C(O)Cc1cn(Cc2ccccc2)c2ccc(OCCCOc3cccc(OCc4ccc(Cl)cc4)c3)cc12,Full Agonist,0.5
CHEMBL3597411,Cc1ccc(COc2cccc(OCCCOc3ccc4c(CC(=O)O)cn(Cc5ccccc5)c4c3)c2)cc1,Full Agonist,1.3
CHEMBL3735011,Cc1cc(-n2nc3ccccc3n2)cc(C)c1OC(C)(C)C(=O)O,Full Agonist,0.48
CHEMBL573966,COc1cccc(-c2coc3cc(O)ccc3c2=O)c1,Partial Agonist,22.29
CHEMBL583378,O=c1c(-c2ccc(F)cc2)coc2cc(O)ccc12,Partial Agonist,15.38
CHEMBL486176,O=c1c(-c2ccc3c(c2)OCO3)coc2cc(O)ccc12,Partial Agonist,26.94
CHEMBL575075,COc1cc(OC)cc(-c2coc3cc(O)ccc3c2=O)c1,Partial Agonist,18.86
CHEMBL3746821,Cc1ccc(NC(=O)c2cc(-n3cc4ccc(C(=O)O)cc4n3)ccc2N2CCCCC2)cc1,Partial Agonist,100
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.039
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,0.2
CHEMBL3764773,CCOC(=O)C(CC)Cc1ccc(C(=O)NCc2ccccc2C(F)(F)F)cc1,Full Agonist,1.8
CHEMBL3765141,CCC(Cc1ccc(C(=O)NCc2ccccc2C(F)(F)F)cc1)C(=O)O,Full Agonist,4.8
CHEMBL3764848,CC/C(=C\c1ccc(C(=O)NCc2ccccc2C(F)(F)F)cc1)C(=O)O,Full Agonist,2.2
CHEMBL3764607,CCC(Cc1cccc(C(=O)NCc2ccccc2C(F)(F)F)c1)C(=O)O,Full Agonist,6.4
CHEMBL3764424,CCOC(=O)C(C)Cc1ccc(C(=O)NCc2ccccc2C(F)(F)F)cc1,Full Agonist,8
CHEMBL3764795,CC(Cc1ccc(C(=O)NCc2ccccc2C(F)(F)F)cc1)C(=O)O,Full Agonist,3
CHEMBL3764450,CCCC(Cc1ccc(C(=O)NCc2ccccc2C(F)(F)F)cc1)C(=O)OCC,Full Agonist,0.9
CHEMBL3764948,CCCC(Cc1ccc(C(=O)NCc2ccccc2C(F)(F)F)cc1)C(=O)O,Full Agonist,1.5
CHEMBL3763278,CCOC(=O)C(Cc1ccc(C(=O)NCc2ccccc2C(F)(F)F)cc1)c1ccccc1,Full Agonist,2
CHEMBL3764453,O=C(NCc1ccccc1C(F)(F)F)c1ccc(CC(C(=O)O)c2ccccc2)cc1,Full Agonist,3
CHEMBL3765347,CCOC(=O)C(CC)Cc1ccc(C(=O)NCc2ccccc2)cc1,Partial Agonist,16
CHEMBL3763491,CCC(Cc1ccc(C(=O)NCc2ccccc2)cc1)C(=O)O,Partial Agonist,13.5
CHEMBL3763373,CCC(Cc1ccc(C(=O)NCc2ccccc2C)cc1)C(=O)O,Full Agonist,4
CHEMBL3764004,CCOC(=O)C(CC)Cc1ccc(C(=O)NCc2ccccc2OC(F)(F)F)cc1,Full Agonist,3.5
CHEMBL3764209,CCC(Cc1ccc(C(=O)NCc2ccccc2OC(F)(F)F)cc1)C(=O)O,Full Agonist,8
CHEMBL3765360,CCOC(=O)C(CC)Cc1ccc(C(=O)NCc2ccc(F)cc2)cc1,Partial Agonist,11
CHEMBL3763432,CCOC(=O)C(CC)Cc1ccc(C(=O)NCc2ccc(C(F)(F)F)cc2)cc1,Full Agonist,4.2
CHEMBL3764102,CCC(Cc1ccc(C(=O)NCc2ccc(C(F)(F)F)cc2)cc1)C(=O)O,Full Agonist,6.3
CHEMBL3764546,CCOC(=O)C(CC)Cc1ccc(C(=O)NCc2ccc(OC(F)(F)F)cc2)cc1,Full Agonist,3
CHEMBL3765763,CCC(Cc1ccc(C(=O)NCc2ccc(OC(F)(F)F)cc2)cc1)C(=O)O,Full Agonist,2
CHEMBL3765690,CCC(Cc1ccc(C(=O)NCc2ccc(OC)cc2)cc1)C(=O)O,Full Agonist,7
CHEMBL3764891,CCC(Cc1ccc(C(=O)NCc2ccc(Cl)cc2)cc1)C(=O)O,Full Agonist,4
CHEMBL3765679,CCOC(=O)C(CC)Cc1ccc(C(=O)NCc2ccc(Oc3ccccc3)cc2)cc1,Full Agonist,1.4
CHEMBL3764076,CCC(Cc1ccc(C(=O)NCc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O,Full Agonist,0.3
CHEMBL3763887,CCOC(=O)C(CC)Cc1ccc(C(=O)NCc2ccc(F)cc2C(F)(F)F)cc1,Full Agonist,2.8
CHEMBL3764216,CCC(Cc1ccc(C(=O)NCc2ccc(F)cc2C(F)(F)F)cc1)C(=O)O,Full Agonist,0.6
CHEMBL3764792,CCOC(=O)C(CC)Cc1ccc(C(=O)NCc2ccc(OC)cc2C(F)(F)F)cc1,Full Agonist,2
CHEMBL3764398,CCC(Cc1ccc(C(=O)NCc2ccc(OC)cc2C(F)(F)F)cc1)C(=O)O,Full Agonist,0.3
CHEMBL3774855,CC(=O)N1C[C@H](C(=O)Nc2ccc(C)cc2C)[C@@H](c2nnc([C@H]3C[C@@H](CC(C)C)C3)n2C2CC2)C1,Partial Agonist,20
CHEMBL3818976,CCCCCCC(Sc1nc(Cl)cc(NCCCC(=O)NCc2ccccc2C(F)(F)F)n1)C(=O)O,Full Agonist,6
CHEMBL3318038,CCCCCCC(Sc1nc(Cl)cc(Nc2ccc(Nc3ccccc3)cc2)n1)C(=O)O,Full Agonist,0.69
CHEMBL264374,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Partial Agonist,15.4
CHEMBL3828718,COC(=O)N(CC(=O)O)Cc1cc(OCc2nc(-c3ccc(Cl)cc3)oc2C)ccc1F,Full Agonist,1.61
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.26
CHEMBL3907308,CCCc1cc2ccccc2n1Cc1ccc(-c2ccccc2C#N)cc1,Full Agonist,8.03
CHEMBL3916286,CCCc1cc2ccccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,1.86
CHEMBL3984220,CCCC1Sc2ccccc2N1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,1.05
CHEMBL3905419,CCCCCCCc1nc2ccccc2n1Cc1ccc(-c2ccccc2C(N)=O)cc1,Full Agonist,0.84
CHEMBL3976173,CCCCCCCc1nc2ccccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,0.17
CHEMBL3962742,CCCCCCc1nc2ccccc2n1Cc1ccc(-c2ccccc2C(N)=O)cc1,Full Agonist,3.06
CHEMBL3958255,CCCCCCc1nc2ccccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,0.21
CHEMBL3985281,CCCCCc1nc2ccccc2n1Cc1ccc(-c2ccccc2C(N)=O)cc1,Full Agonist,3.9
CHEMBL3904906,CCCCCc1nc2ccccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,0.4
CHEMBL3977198,CCCc1nc2ccccc2n1Cc1ccc(-c2ccc(C(=O)O)cc2)cc1,Full Agonist,1.88
CHEMBL3947936,CCCc1nc2ccccc2n1Cc1ccc(-c2cccc(C(=O)O)c2)cc1,Full Agonist,6.24
CHEMBL3912543,CCCc1nc2ccccc2n1Cc1ccc(-c2ccccc2C#N)cc1,Full Agonist,5.01
CHEMBL3934455,CCCc1nc2ccccc2n1Cc1ccc(-c2ccccc2C(N)=O)cc1,Full Agonist,3.15
CHEMBL1214744,CCCc1nc2ccccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,4.17
CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,4.71
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,0.32
CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,4.7
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,0.5
CHEMBL3960906,O=C(CN1c2ccccc2Sc2ccccc21)NNC(=S)NCc1ccccc1,Partial Agonist,21.7
CHEMBL3891909,O=S(=O)(Nc1cc(Cc2cc(NS(=O)(=O)c3ccccc3)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1)c1ccccc1,Full Agonist,3.4
CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,0.7
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,1.6
CHEMBL3913928,CSc1nc(Sc2nnc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[nH]2)cc(Sc2nnc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[nH]2)n1,Full Agonist,5.4
CHEMBL3960906,O=C(CN1c2ccccc2Sc2ccccc21)NNC(=S)NCc1ccccc1,Full Agonist,2.8
CHEMBL3891909,O=S(=O)(Nc1cc(Cc2cc(NS(=O)(=O)c3ccccc3)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1)c1ccccc1,Full Agonist,0.6
CHEMBL3962023,COc1ccc(-c2cn3cccc(OCc4ccc(Cl)c(Cl)c4)c3n2)cc1,Full Agonist,3.1
CHEMBL3973020,O=S(=O)(c1ccc(Cl)cc1)c1cnn(S(=O)(=O)c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,Full Agonist,2.1
CHEMBL4096160,CCCc1nc2cc(-c3ccc(OC)cc3)ccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,0.41
CHEMBL4078107,CCCc1nc2cc(-c3cccc(OC)c3)ccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,0.29
CHEMBL4094026,CCCc1nc2cc(-c3ccc(O)cc3)ccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,1.01
CHEMBL4066489,CCCc1nc2cc(-c3cccc(O)c3)ccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,1.25
CHEMBL4101759,CCCc1nc2cc(-c3ccc(Cl)cc3)ccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,0.19
CHEMBL4078402,CCCc1nc2cc(-c3ccccc3Cl)ccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,0.93
CHEMBL4096447,CCCc1nc2ccc(-c3ccc(OC)cc3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,1.01
CHEMBL4086261,CCCc1nc2ccc(-c3cccc(OC)c3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,1.35
CHEMBL4104178,CCCc1nc2ccc(-c3ccc(O)cc3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,2.98
CHEMBL4105094,CCCc1nc2ccc(-c3cccc(O)c3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,4.09
CHEMBL4080865,CCCc1nc2ccc(-c3ccc(Cl)cc3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,1.15
CHEMBL4090484,CCCc1nc2ccc(-c3cccc(Cl)c3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,0.77
CHEMBL4069460,CCCc1nc2ccc(-c3ccccc3Cl)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,1.39
CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,4.97
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,0.38
CHEMBL1214744,CCCc1nc2ccccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,6.44
CHEMBL1214887,CCCc1nc2ccc(C(O)c3ccccc3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,3.5
CHEMBL1214826,CCCc1nc2ccc(C(=O)c3ccccc3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,0.62
CHEMBL4064900,CC(Oc1ccc(Cc2ccc(OCc3coc(-c4ccccc4)n3)cc2)cc1)C(=O)O,Full Agonist,0.29
CHEMBL4092600,C[C@H](Oc1ccc(Cc2ccc(OCc3coc(-c4ccccc4)n3)cc2)cc1)C(=O)O,Full Agonist,0.3
CHEMBL4073499,C[C@@H](Oc1ccc(Cc2ccc(OCc3coc(-c4ccccc4)n3)cc2)cc1)C(=O)O,Full Agonist,0.28
CHEMBL4100336,Cc1oc(-c2ccccc2)nc1COc1ccc(Cc2ccc(OC(C)C(=O)O)cc2)cc1,Full Agonist,0.29
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.04
CHEMBL4066238,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3c(C)cc(OCCCS(C)(=O)=O)cc3C)c2)s1,Partial Agonist,10
CHEMBL4091723,CCO[C@H](CC(=O)O)c1ccc(OCc2cccc(-c3c(C)cccc3C)c2)s1,Partial Agonist,10
CHEMBL3288346,Cc1cccc(C)c1-c1cccc(COc2ccc(CCC(=O)O)s2)c1,Partial Agonist,10
CHEMBL4066332,CC(C)(C)c1ccc(C(=O)NCc2ccc(NS(C)(=O)=O)cc2Cl)cc1,Partial Agonist,14.7
CHEMBL4091398,O=C1NC(=O)/C(=C/c2ccc(OCCNc3nc4ccccc4s3)cc2)S1,Full Agonist,0.053
CHEMBL4059763,CN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1ccc2ccccc2c1,Full Agonist,1.6
CHEMBL4088048,CN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1nc2ccccc2[nH]1,Full Agonist,3.4
CHEMBL4068424,CN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1nccs1,Full Agonist,0.7
CHEMBL4095771,CC(C)N(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1nc2ccccc2s1,Full Agonist,0.53
CHEMBL4090489,CCN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1nc2ccccc2s1,Full Agonist,0.82
CHEMBL4069463,CCN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1nc2ccccc2s1,Full Agonist,0.052
CHEMBL4098202,CN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1nc2ccccc2s1,Full Agonist,0.31
CHEMBL339359,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1nc2ccccc2s1,Full Agonist,0.057
CHEMBL4075210,CCN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.36
CHEMBL4095614,CCN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.54
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,1.1
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,1.1
CHEMBL4072125,CCOC(Cc1ccc(Oc2ccc(OCc3ccccc3)cc2)cc1)C(=O)O,Partial Agonist,18
CHEMBL282686,CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,Full Agonist,0.36
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.3
CHEMBL24038,CCO[C@@H](Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,Full Agonist,0.57
CHEMBL87307,CCO[C@@H](Cc1ccc(OCC=C(c2ccc(Br)cc2)c2ccc(Br)cc2)cc1)C(=O)O,Full Agonist,0.9
CHEMBL4105324,COc1ccc(F)c(N2CCC(Oc3ccc(N4N=C(C(F)(F)F)[C@@H](C)[C@@H]4CC(=O)O)cc3)CC2)c1,Partial Agonist,50
CHEMBL4083365,COc1ccc(F)c(-c2ccc(Cc3ccc(N4C[C@H](C(F)(F)F)C[C@@H]4CC(=O)O)cc3)c(C)c2)c1,Full Agonist,4.4
CHEMBL4086198,COc1ccc(F)c(-c2ccc(Cc3ccc(N4N=C(C(F)(F)F)[C@@H](C)[C@@H]4CC(=O)O)cc3)c(C)c2)c1,Full Agonist,2.6
CHEMBL4103729,O=C(O)C[C@@H]1CCCN1c1ccc(OCc2ccc(Cl)cc2Cl)cc1,Partial Agonist,17
CHEMBL4078852,Cc1ccccc1Oc1ccc(N2CCC[C@H]2CC(=O)O)cc1,Partial Agonist,32
CHEMBL4083365,COc1ccc(F)c(-c2ccc(Cc3ccc(N4C[C@H](C(F)(F)F)C[C@@H]4CC(=O)O)cc3)c(C)c2)c1,Full Agonist,4.4
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.24
CHEMBL418695,O=C1NC(=O)C(Cc2ccc(OCCn3ccc4ccccc43)cc2)S1,Full Agonist,3.94
CHEMBL4125720,O=C1NC(=O)C(Cc2ccc(OCCn3ccc4ccc(Cl)cc43)cc2)S1,Full Agonist,4.51
CHEMBL4127761,O=C1NC(=O)C(Cc2ccc(OCCn3cnc4ccccc43)cc2)S1,Full Agonist,2.32
CHEMBL4168059,O=C(O)CCc1ccc2[nH]c(-c3cccc(Cl)c3)cc2c1,Full Agonist,2.4
CHEMBL4171403,O=C(O)CCc1ccc2[nH]c(-c3cccc(Br)c3)cc2c1,Partial Agonist,236.4
CHEMBL4172253,Cc1ncccc1-c1cc2cc(CCC(=O)O)ccc2[nH]1,Partial Agonist,56.9
CHEMBL4166727,COC(=O)c1cccc(OCc2nc3ccc(Oc4ccccc4)nc3n2C)c1.Cl.Cl,Partial Agonist,12.4
CHEMBL4210383,CCOC(=O)C(C)(C)Oc1ccc(C(=O)c2cc3ccccc3oc2=O)cc1,Full Agonist,5.19
CHEMBL4208928,CCOC(=O)C(C)(C)Oc1ccc(C(=O)c2cc3cc([N+](=O)[O-])ccc3oc2=O)cc1,Full Agonist,0.91
CHEMBL4203625,CCOC(=O)C(C)(C)Oc1ccc(C(=O)C2Cc3ccccc3OC2=O)cc1,Partial Agonist,39.67
CHEMBL4214449,CC(C)(Oc1ccc(C(=O)c2cc3ccccc3oc2=O)cc1)C(=O)O,Full Agonist,3.67
CHEMBL4217589,CC(C)(Oc1ccc(C(=O)c2cc3c(ccc4ccccc43)oc2=O)cc1)C(=O)O,Partial Agonist,56.71
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.04
CHEMBL4237449,COc1ccc(COc2ccc(CNc3cccc(C(=O)O)c3)cc2)cc1,Partial Agonist,100
CHEMBL4240680,COc1ccc(COc2ccc(CNc3cccc(OC(C)(C)C(=O)O)c3)cc2)cc1,Partial Agonist,18.3
CHEMBL4240338,COc1ccc(COc2ccc(CNc3cccc(C(=O)O)c3)c(OCc3ccc(OC)cc3)c2)cc1,Partial Agonist,100
CHEMBL4237642,COc1ccc(COc2ccc(CNc3cccc(OC(C)(C)C(=O)O)c3)c(OCc3ccc(OC)cc3)c2)cc1,Full Agonist,5.6
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.083
CHEMBL38943,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,Full Agonist,1.5
CHEMBL4239431,Cc1cc(SC(Cc2c(Cl)cccc2Cl)c2ccc(-c3cc(F)c(F)c(F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4247929,Cc1cc(SC(Cc2c(F)cccc2F)c2ccc(-c3cc(F)c(F)c(F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4242161,Cc1cc(SC(Cc2c(F)cccc2Cl)c2ccc(-c3cc(F)c(F)c(F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4249120,Cc1cc(SC(Cc2ccccc2)c2ccc(-c3cc(F)c(F)c(F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4248967,Cc1cc(SC(Cc2c(F)cccc2C(F)(F)F)c2ccc(-c3ccccc3)cc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4245601,Cc1cc(SC(Cc2c(F)cccc2Cl)c2ccc(-c3ccccc3)cc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4245186,Cc1cc(SC(Cc2cc(F)c(F)c(F)c2)c2ccc(-c3ccccc3)cc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4237295,Cc1cc(SC(Cc2c(F)cccc2F)c2ccc(-c3ccc(F)cc3)cc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4241411,Cc1cc(SC(Cc2ccccc2)c2ccc(-c3ccc(F)cc3)cc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4243162,Cc1cc(SC(Cc2c(F)cccc2Cl)c2ccc(-c3ccc(F)cc3)cc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4237675,Cc1cc(SC(Cc2c(F)cccc2C(F)(F)F)c2ccc(-c3ccc(F)cc3)cc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4240310,Cc1cc(SC(Cc2cc(F)c(F)c(F)c2)c2ccc(-c3ccc(F)cc3)cc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4248145,Cc1cc(SC(Cc2c(F)cccc2Cl)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4240461,Cc1cc(SC(Cc2c(F)cccc2C(F)(F)F)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4250574,Cc1cc(SC(Cc2c(F)cccc2F)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4243662,Cc1cc(SC(Cc2cc(F)c(F)c(F)c2)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4245943,Cc1cc(SC(Cc2ccccc2)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4246394,Cc1cc(SC(Cc2cc(F)c(F)c(F)c2)c2ccc(-c3ccc(C(F)(F)F)cc3)nc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4242129,Cc1cc(SC(Cc2ccccc2)c2ccc(-c3ccc(C(F)(F)F)cc3)nc2)ccc1OCC(=O)O,Partial Agonist,10
CHEMBL4243419,Cc1cc(SC(Cc2ccccc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)ccc1OCC(=O)O,Partial Agonist,10
