molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pEC50
CHEMBL4104178,CCCc1nc2ccc(-c3ccc(O)cc3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,462.549,6.7749,2,4,5.525783736
CHEMBL4105094,CCCc1nc2ccc(-c3cccc(O)c3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,462.549,6.7749,2,4,5.388276692
CHEMBL4080865,CCCc1nc2ccc(-c3ccc(Cl)cc3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,480.995,7.7227,1,3,5.93930216
CHEMBL4090484,CCCc1nc2ccc(-c3cccc(Cl)c3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,480.995,7.7227,1,3,6.113509275
CHEMBL4069460,CCCc1nc2ccc(-c3ccccc3Cl)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,480.995,7.7227,1,3,5.8569852
CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,514.629,7.26442,1,5,5.303643611
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,356.447,3.1596,1,5,6.420216403
CHEMBL1214744,CCCc1nc2ccccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,370.452,5.4023,1,3,5.191114133
CHEMBL1214887,CCCc1nc2ccc(C(O)c3ccccc3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,476.576,6.484,2,4,5.455931956
CHEMBL1214826,CCCc1nc2ccc(C(=O)c3ccccc3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,474.56,6.6333,1,4,6.207608311
CHEMBL4064900,CC(Oc1ccc(Cc2ccc(OCc3coc(-c4ccccc4)n3)cc2)cc1)C(=O)O,Full Agonist,429.472,5.3633,1,5,6.537602002
CHEMBL4092600,C[C@H](Oc1ccc(Cc2ccc(OCc3coc(-c4ccccc4)n3)cc2)cc1)C(=O)O,Full Agonist,429.472,5.3633,1,5,6.522878745
CHEMBL4073499,C[C@@H](Oc1ccc(Cc2ccc(OCc3coc(-c4ccccc4)n3)cc2)cc1)C(=O)O,Full Agonist,429.472,5.3633,1,5,6.552841969
CHEMBL4100336,Cc1oc(-c2ccccc2)nc1COc1ccc(Cc2ccc(OC(C)C(=O)O)cc2)cc1,Full Agonist,443.499,5.67172,1,5,6.537602002
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,7.397940009
CHEMBL4066238,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3c(C)cc(OCCCS(C)(=O)=O)cc3C)c2)s1,Partial Agonist,540.703,6.00604,1,6,5
CHEMBL4091723,CCO[C@H](CC(=O)O)c1ccc(OCc2cccc(-c3c(C)cccc3C)c2)s1,Partial Agonist,410.535,6.16324,1,4,5
CHEMBL3288346,Cc1cccc(C)c1-c1cccc(COc2ccc(CCC(=O)O)s2)c1,Partial Agonist,366.482,5.62814,1,3,5
CHEMBL4066332,CC(C)(C)c1ccc(C(=O)NCc2ccc(NS(C)(=O)=O)cc2Cl)cc1,Partial Agonist,394.924,3.939,2,3,4.832682665
CHEMBL4091398,O=C1NC(=O)/C(=C/c2ccc(OCCNc3nc4ccccc4s3)cc2)S1,Full Agonist,397.481,4.1111,2,7,7.27572413
CHEMBL4059763,CN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1ccc2ccccc2c1,Full Agonist,404.491,4.6789,1,5,5.795880017
CHEMBL4088048,CN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1nc2ccccc2[nH]1,Full Agonist,394.456,3.402,2,6,5.468521083
CHEMBL4068424,CN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1nccs1,Full Agonist,361.448,2.9822,1,7,6.15490196
CHEMBL4095771,CC(C)N(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1nc2ccccc2s1,Full Agonist,441.578,4.4842,1,7,6.27572413
CHEMBL4090489,CCN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1nc2ccccc2s1,Full Agonist,425.535,4.5255,1,7,6.086186148
CHEMBL4069463,CCN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1nc2ccccc2s1,Full Agonist,427.551,4.0957,1,7,7.283996656
CHEMBL4098202,CN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1nc2ccccc2s1,Full Agonist,411.508,4.1354,1,7,6.508638306
CHEMBL339359,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1nc2ccccc2s1,Full Agonist,413.524,3.7056,1,7,7.244125144
CHEMBL4075210,CCN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,369.446,3.3108,1,6,6.443697499
CHEMBL4095614,CCN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,371.462,2.881,1,6,6.26760624
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,5.958607315
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,356.447,3.1596,1,5,5.958607315
CHEMBL4072125,CCOC(Cc1ccc(Oc2ccc(OCc3ccccc3)cc2)cc1)C(=O)O,Partial Agonist,392.451,5.0901,1,4,4.744727495
CHEMBL282686,CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,Full Agonist,408.472,2.6787,1,6,6.443697499
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,6.522878745
CHEMBL24038,CCO[C@@H](Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,Full Agonist,419.477,5.0416,1,5,6.244125144
CHEMBL87307,CCO[C@@H](Cc1ccc(OCC=C(c2ccc(Br)cc2)c2ccc(Br)cc2)cc1)C(=O)O,Full Agonist,560.282,6.7545,1,3,6.045757491
CHEMBL4105324,COc1ccc(F)c(N2CCC(Oc3ccc(N4N=C(C(F)(F)F)[C@@H](C)[C@@H]4CC(=O)O)cc3)CC2)c1,Partial Agonist,509.5,5.0998,1,6,4.301029996
CHEMBL4083365,COc1ccc(F)c(-c2ccc(Cc3ccc(N4C[C@H](C(F)(F)F)C[C@@H]4CC(=O)O)cc3)c(C)c2)c1,Full Agonist,501.52,6.63242,1,3,5.356547324
CHEMBL4086198,COc1ccc(F)c(-c2ccc(Cc3ccc(N4N=C(C(F)(F)F)[C@@H](C)[C@@H]4CC(=O)O)cc3)c(C)c2)c1,Full Agonist,514.519,6.61822,1,4,5.585026652
CHEMBL4103729,O=C(O)C[C@@H]1CCCN1c1ccc(OCc2ccc(Cl)cc2Cl)cc1,Partial Agonist,380.271,5.0159,1,3,4.769551079
CHEMBL4078852,Cc1ccccc1Oc1ccc(N2CCC[C@H]2CC(=O)O)cc1,Partial Agonist,311.381,4.23082,1,3,4.494850022
CHEMBL4083365,COc1ccc(F)c(-c2ccc(Cc3ccc(N4C[C@H](C(F)(F)F)C[C@@H]4CC(=O)O)cc3)c(C)c2)c1,Full Agonist,501.52,6.63242,1,3,5.356547324
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,6.619788758
CHEMBL418695,O=C1NC(=O)C(Cc2ccc(OCCn3ccc4ccccc43)cc2)S1,Full Agonist,366.442,3.6144,1,5,5.404503778
CHEMBL4125720,O=C1NC(=O)C(Cc2ccc(OCCn3ccc4ccc(Cl)cc43)cc2)S1,Full Agonist,400.887,4.2678,1,5,5.345823458
CHEMBL4127761,O=C1NC(=O)C(Cc2ccc(OCCn3cnc4ccccc43)cc2)S1,Full Agonist,367.43,3.0094,1,6,5.634512015
CHEMBL4168059,O=C(O)CCc1ccc2[nH]c(-c3cccc(Cl)c3)cc2c1,Full Agonist,299.757,4.5055,2,1,5.619788758
CHEMBL4171403,O=C(O)CCc1ccc2[nH]c(-c3cccc(Br)c3)cc2c1,Partial Agonist,344.208,4.6146,2,1,3.626352528
CHEMBL4172253,Cc1ncccc1-c1cc2cc(CCC(=O)O)ccc2[nH]1,Partial Agonist,280.327,3.55552,2,2,4.244887734
CHEMBL4166727,COC(=O)c1cccc(OCc2nc3ccc(Oc4ccccc4)nc3n2C)c1.Cl.Cl,Partial Agonist,462.333,4.9698,0,7,4.906578315
CHEMBL4210383,CCOC(=O)C(C)(C)Oc1ccc(C(=O)c2cc3ccccc3oc2=O)cc1,Full Agonist,380.396,3.7445,0,6,5.284832642
CHEMBL4208928,CCOC(=O)C(C)(C)Oc1ccc(C(=O)c2cc3cc([N+](=O)[O-])ccc3oc2=O)cc1,Full Agonist,425.393,3.6527,0,8,6.040958608
CHEMBL4203625,CCOC(=O)C(C)(C)Oc1ccc(C(=O)C2Cc3ccccc3OC2=O)cc1,Partial Agonist,382.412,3.3677,0,6,4.4015378
CHEMBL4214449,CC(C)(Oc1ccc(C(=O)c2cc3ccccc3oc2=O)cc1)C(=O)O,Full Agonist,352.342,3.266,1,5,5.435333936
CHEMBL4217589,CC(C)(Oc1ccc(C(=O)c2cc3c(ccc4ccccc43)oc2=O)cc1)C(=O)O,Partial Agonist,402.402,4.4192,1,5,4.246340353
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,7.397940009
CHEMBL4237449,COc1ccc(COc2ccc(CNc3cccc(C(=O)O)c3)cc2)cc1,Partial Agonist,363.413,4.5845,2,4,4
CHEMBL4240680,COc1ccc(COc2ccc(CNc3cccc(OC(C)(C)C(=O)O)c3)cc2)cc1,Partial Agonist,421.493,5.1283,2,5,4.73754891
CHEMBL4240338,COc1ccc(COc2ccc(CNc3cccc(C(=O)O)c3)c(OCc3ccc(OC)cc3)c2)cc1,Partial Agonist,499.563,6.1721,2,6,4
CHEMBL4237642,COc1ccc(COc2ccc(CNc3cccc(OC(C)(C)C(=O)O)c3)c(OCc3ccc(OC)cc3)c2)cc1,Full Agonist,557.643,6.7159,2,7,5.251811973
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,7.080921908
CHEMBL38943,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,Full Agonist,453.507,6.20144,1,5,5.823908741
CHEMBL4239431,Cc1cc(SC(Cc2c(Cl)cccc2Cl)c2ccc(-c3cc(F)c(F)c(F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,577.451,8.92562,1,3,5
CHEMBL4247929,Cc1cc(SC(Cc2c(F)cccc2F)c2ccc(-c3cc(F)c(F)c(F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,544.541,7.89702,1,3,5
CHEMBL4242161,Cc1cc(SC(Cc2c(F)cccc2Cl)c2ccc(-c3cc(F)c(F)c(F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,560.996,8.41132,1,3,5
CHEMBL4249120,Cc1cc(SC(Cc2ccccc2)c2ccc(-c3cc(F)c(F)c(F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,508.561,7.61882,1,3,5
CHEMBL4248967,Cc1cc(SC(Cc2c(F)cccc2C(F)(F)F)c2ccc(-c3ccccc3)cc2)ccc1OCC(=O)O,Partial Agonist,540.578,8.35942,1,3,5
CHEMBL4245601,Cc1cc(SC(Cc2c(F)cccc2Cl)c2ccc(-c3ccccc3)cc2)ccc1OCC(=O)O,Partial Agonist,507.026,7.99402,1,3,5
CHEMBL4245186,Cc1cc(SC(Cc2cc(F)c(F)c(F)c2)c2ccc(-c3ccccc3)cc2)ccc1OCC(=O)O,Partial Agonist,508.561,7.61882,1,3,5
CHEMBL4237295,Cc1cc(SC(Cc2c(F)cccc2F)c2ccc(-c3ccc(F)cc3)cc2)ccc1OCC(=O)O,Partial Agonist,508.561,7.61882,1,3,5
CHEMBL4241411,Cc1cc(SC(Cc2ccccc2)c2ccc(-c3ccc(F)cc3)cc2)ccc1OCC(=O)O,Partial Agonist,472.581,7.34062,1,3,5
CHEMBL4243162,Cc1cc(SC(Cc2c(F)cccc2Cl)c2ccc(-c3ccc(F)cc3)cc2)ccc1OCC(=O)O,Partial Agonist,525.016,8.13312,1,3,5
CHEMBL4237675,Cc1cc(SC(Cc2c(F)cccc2C(F)(F)F)c2ccc(-c3ccc(F)cc3)cc2)ccc1OCC(=O)O,Partial Agonist,558.568,8.49852,1,3,5
CHEMBL4240310,Cc1cc(SC(Cc2cc(F)c(F)c(F)c2)c2ccc(-c3ccc(F)cc3)cc2)ccc1OCC(=O)O,Partial Agonist,526.551,7.75792,1,3,5
CHEMBL4248145,Cc1cc(SC(Cc2c(F)cccc2Cl)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,575.023,9.01282,1,3,5
CHEMBL4240461,Cc1cc(SC(Cc2c(F)cccc2C(F)(F)F)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,608.575,9.37822,1,3,5
CHEMBL4250574,Cc1cc(SC(Cc2c(F)cccc2F)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,558.568,8.49852,1,3,5
CHEMBL4243662,Cc1cc(SC(Cc2cc(F)c(F)c(F)c2)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,576.558,8.63762,1,3,5
CHEMBL4245943,Cc1cc(SC(Cc2ccccc2)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)ccc1OCC(=O)O,Partial Agonist,522.588,8.22032,1,3,5
CHEMBL4246394,Cc1cc(SC(Cc2cc(F)c(F)c(F)c2)c2ccc(-c3ccc(C(F)(F)F)cc3)nc2)ccc1OCC(=O)O,Partial Agonist,577.546,8.03262,1,4,5
CHEMBL4242129,Cc1cc(SC(Cc2ccccc2)c2ccc(-c3ccc(C(F)(F)F)cc3)nc2)ccc1OCC(=O)O,Partial Agonist,523.576,7.61532,1,4,5
CHEMBL4243419,Cc1cc(SC(Cc2ccccc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)ccc1OCC(=O)O,Partial Agonist,522.588,8.22032,1,3,5
CHEMBL4242324,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccc(C[C@@H](Oc3ccc(-c4ccccc4)cc3)C(=O)O)cc2)cc1,Partial Agonist,558.63,7.17,2,4,4.602059991
CHEMBL4243327,O=C(O)[C@@H](Cc1ccc(-c2ccc(O[C@H](Cc3ccccc3)C(=O)O)cc2)cc1)Oc1ccc(-c2ccccc2)cc1,Partial Agonist,558.63,7.17,2,4,4.823908741
CHEMBL4248276,O=C(O)[C@@H](Cc1ccc(-c2ccccc2)cc1)Oc1ccc(-c2ccccc2)cc1,Full Agonist,394.47,6.0953,1,2,6.050609993
CHEMBL191275,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccccc2)cc1,Full Agonist,318.372,4.4283,1,2,6.259637311
CHEMBL4237252,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)Oc1ccc(-c2ccccc2)cc1,Full Agonist,394.47,6.0953,1,2,6.920818754
CHEMBL4247103,O=C(O)[C@H](Cc1ccc(-c2ccc(O[C@H](Cc3ccccc3)C(=O)O)cc2)cc1)Oc1ccc(-c2ccccc2)cc1,Partial Agonist,558.63,7.17,2,4,4.744727495
CHEMBL4251393,O=C(O)[C@H](Cc1ccc(-c2ccc(O[C@@H](Cc3ccccc3)C(=O)O)cc2)cc1)Oc1ccc(-c2ccccc2)cc1,Full Agonist,558.63,7.17,2,4,5.008773924
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,7.408935393
CHEMBL4237252,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)Oc1ccc(-c2ccccc2)cc1,Full Agonist,394.47,6.0953,1,2,5.432973634
CHEMBL4237252,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)Oc1ccc(-c2ccccc2)cc1,Full Agonist,394.47,6.0953,1,2,5.54515514
CHEMBL4237252,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)Oc1ccc(-c2ccccc2)cc1,Full Agonist,394.47,6.0953,1,2,5.009661145
CHEMBL4279086,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,Full Agonist,574.703,5.3506,3,6,6.522878745
CHEMBL4289768,COc1cc(C(=O)NS(=O)(=O)c2cccc(F)c2)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,Full Agonist,592.693,5.4897,3,6,6.698970004
CHEMBL4294239,COc1cc(C(=O)NS(=O)(=O)c2cccc(C(F)(F)F)c2)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,Full Agonist,642.7,6.3694,3,6,6.455931956
CHEMBL4286347,COc1cc(C(=O)NS(=O)(=O)c2cc(Cl)cc(Cl)c2)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,Full Agonist,643.593,6.6574,3,6,6.13076828
CHEMBL4290919,COc1cc(C(=O)NS(=O)(=O)c2cccc(Cl)c2)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,Full Agonist,609.148,6.004,3,6,6.431798276
CHEMBL4280282,COc1cc(C(=O)NS(=O)(=O)c2cccc(Cl)c2)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,Full Agonist,596.105,6.0409,2,7,6.853871964
CHEMBL48435,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,Full Agonist,561.66,5.3875,2,7,6.638272164
CHEMBL4288574,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,Full Agonist,588.73,5.65902,3,6,6.173925197
CHEMBL431348,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCC3)cc12,Full Agonist,574.703,5.26892,3,6,5.603800653
CHEMBL603,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,Full Agonist,575.687,5.69592,2,7,5.612610174
CHEMBL4286980,COc1cccc([C@@H](O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,Full Agonist,373.43,2.7017,2,6,5.764471553
CHEMBL4276678,COc1cccc([C@H](O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,Full Agonist,373.43,2.7017,2,6,6.764471553
CHEMBL4284250,CCc1ccc([C@@H](O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,372.446,2.6505,2,6,5.759450752
CHEMBL4293295,CCc1ccc([C@H](O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,372.446,2.6505,2,6,6.567030709
CHEMBL4291468,COc1cccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,Full Agonist,371.414,2.851,1,6,6.017276612
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,356.447,3.1596,1,5,7.008773924
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,8.096910013
CHEMBL146624,CCc1ccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,370.43,2.7998,1,6,6.18243463
CHEMBL4288964,CCCCc1nc(C(C)C)c(CC(=S)N2CCCC2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,571.747,5.7336,1,7,5.508638306
CHEMBL4291763,O=C(O)CS(=O)(=O)c1ccc(OCCCOc2cccc(Cl)c2)cc1,Partial Agonist,384.837,3.0462,1,5,5
CHEMBL4284549,[2H]C([2H])(Cc1ccc(OCCCOc2cccc(Cl)c2)cc1)C(=O)O,Full Agonist,336.8112036,4.2051,1,3,5.716698771
CHEMBL4295200,O=C(O)COc1ccc(OCCCOc2cccc(Cl)c2)cc1F,Full Agonist,354.761,3.7904,1,4,5.498940738
CHEMBL4281724,Cc1cc(OCCCOc2ccc(-c3ccccc3)cc2)ccc1OCC(=O)O,Full Agonist,392.451,4.97332,1,4,5.341035157
CHEMBL4289610,Cc1cc(OCCCOc2cccc(Cl)c2)ccc1OCC(=O)O,Full Agonist,350.798,3.95972,1,4,5.812479279
CHEMBL4291932,O=C(O)C[C@@H]1COc2cc(OCCCOc3cccc(Cl)c3)ccc21,Full Agonist,362.809,4.1386,1,4,5.844663963
CHEMBL4281316,O=C(O)CC1COc2cc(OCCCOc3ccc(-c4ccccc4)cc3)ccc21,Full Agonist,404.462,5.1522,1,4,5.527243551
CHEMBL4288513,O=C(O)CC1COc2cc(OCCCOc3cccc(-c4ccccc4)c3)ccc21,Full Agonist,404.462,5.1522,1,4,5.732828272
CHEMBL4277858,CC(C)(C)c1cccc(OCCOc2ccc3c(c2)OCC3CC(=O)O)c1,Full Agonist,370.445,4.3926,1,4,5.692503962
CHEMBL4280212,CC(C)(C)c1cccc(OCCCOc2ccc3c(c2)OCC3CC(=O)O)c1,Full Agonist,384.472,4.7827,1,4,5.756961951
CHEMBL4288124,O=C(O)CC1COc2cc(OCCCOc3cccc(Br)c3)ccc21,Full Agonist,407.26,4.2477,1,4,5.777283529
CHEMBL4276781,O=C(O)CC1COc2cc(OCCCOc3cccc(Cl)c3)ccc21,Full Agonist,362.809,4.1386,1,4,5.772113295
CHEMBL4284723,O=C(O)CC1COc2cc(OCCCOc3ccccc3F)ccc21,Full Agonist,346.354,3.6243,1,4,5.573488739
CHEMBL4281988,Cc1ccc(OCCCOc2ccc3c(c2)OCC3CC(=O)O)cc1,Full Agonist,342.391,3.79362,1,4,5.742321425
CHEMBL4292598,Cc1cccc(OCCCOc2ccc3c(c2)OCC3CC(=O)O)c1,Full Agonist,342.391,3.79362,1,4,5.756961951
CHEMBL4292189,Cc1ccccc1OCCCOc1ccc2c(c1)OCC2CC(=O)O,Full Agonist,342.391,3.79362,1,4,5.694648631
CHEMBL4284280,O=C(O)CC1COc2cc(OCCCOc3ccccc3)ccc21,Full Agonist,328.364,3.4852,1,4,5.279014256
CHEMBL4288770,O=C(O)CC1COc2cc(OCCOc3ccccc3)ccc21,Full Agonist,314.337,3.0951,1,4,5.110698297
CHEMBL374234,O=C(O)C[C@@H]1CCc2cc(OCCCOc3ccccc3)ccc21,Partial Agonist,326.392,4.039,1,3,5
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,6.920818754
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,356.447,3.1596,1,5,7
CHEMBL3358036,C=C[C@@H](O)C#CC#C[C@H](/C=C\CCCCCCC)OC(=O)/C=C/c1ccc(O)c(OC)c1,Full Agonist,436.548,4.7962,2,5,5.920818754
CHEMBL4452865,CCCCc1nc(C)c(CC(=O)OC2CC2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,514.582,4.20102,1,8,5.480172006
CHEMBL4443588,CCCCc1nc(C)c(CC(=O)OCC(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,530.625,4.69462,1,8,5.815308569
CHEMBL4589453,CCCCOC(=O)Cc1c(C)nc(CCCC)n(Cc2ccc(-c3ccccc3-c3noc(=O)[nH]3)cc2)c1=O,Full Agonist,530.625,4.83872,1,8,5.647817482
CHEMBL4521388,CCCCc1nc(C)c(CC(=O)OC(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,516.598,4.44702,1,8,5.779891912
CHEMBL4436393,CCCCc1nc(C)c(CC(=O)OC)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,488.544,3.66842,1,8,5.133122186
CHEMBL4591405,CC#CCOC(=O)Cc1c(C(C)C)nc(CCCC)n(Cc2ccc(-c3ccccc3-c3noc(=O)[nH]3)cc2)c1=O,Full Agonist,554.647,4.8769,1,8,5.974694135
CHEMBL4542891,CCCCc1nc(C(C)C)c(CC(=O)OC2CCCCC2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,584.717,6.1863,1,8,6.13667714
CHEMBL4517263,CCCCc1nc(C(C)C)c(CC(=O)OC2CC2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,542.636,5.016,1,8,5.866461092
CHEMBL4472191,CCCCc1nc(C(C)C)c(CC(=O)OCC(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,558.679,5.5096,1,8,5.910094889
CHEMBL4574542,CCCCCOC(=O)Cc1c(C(C)C)nc(CCCC)n(Cc2ccc(-c3ccccc3-c3noc(=O)[nH]3)cc2)c1=O,Full Agonist,572.706,6.0438,1,8,5.962573502
CHEMBL4567211,CCCCOC(=O)Cc1c(C(C)C)nc(CCCC)n(Cc2ccc(-c3ccccc3-c3noc(=O)[nH]3)cc2)c1=O,Full Agonist,558.679,5.6537,1,8,6
CHEMBL4537335,CCCCc1nc(C(C)C)c(CC(=O)OCCC)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,544.652,5.2636,1,8,5.823908741
CHEMBL4535401,CCCCc1nc(C(C)C)c(CC(=O)OCC(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,584.595,5.4159,1,8,5.555955204
CHEMBL4531918,CCCCc1nc(C(C)C)c(CC(=O)OC)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,516.598,4.4834,1,8,5.581698709
CHEMBL4592935,CCCCc1nc(C(C)C)c(CC(=O)O)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Partial Agonist,502.571,4.395,2,7,4.987162775
CHEMBL4546437,CCCCc1nc(C(C)C)c(CC(=O)OCC)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,530.625,4.8735,1,8,5.761953897
CHEMBL4444760,CCCCC1=NC(C(C)C)=C(CC(=S)N2CCCC2)CN1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,557.764,6.8246,1,6,5.508638306
CHEMBL4520827,CCCCC1=NC(C)=C(CC(=S)N(C)C)CN1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Full Agonist,487.677,5.4911,1,6,6.337242168
CHEMBL4453360,CCCCc1nc(C2CC2)c(CC(=O)OC(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,542.636,5.016,1,8,5.565431096
